source,category_name,article_id,url,title,published_date,tags,thumbnail_url,is_meme_related,meme_signal_terms,heading_count,detail_fetch_status,list_page,list_position,content_hash,parser_version,collected_at
gogumafarm,최신 밈과 트렌드,%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98,https://gogumafarm.kr/%ec%bd%9c%eb%93%9c%ed%94%8c%eb%a0%88%ec%9d%b4%ea%b0%80-%eb%a7%8c%eb%93%a0-%ec%98%ac%ed%95%b4-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%eb%b0%88-%eb%b8%8c%eb%9e%9c%eb%93%9c%eb%8f%84-%eb%9b%b0%ec%96%b4/,콜드플레이가 만든 올해 가장 핫한 밈? 브랜드도 뛰어든 해외 밈·챌린지!,2025-07-28,밈|챌린지|해외,https://gogumafarm.kr/wp-content/uploads/2025/07/고구마팜-말랭이썸네일_250728.png,true,밈|챌린지,3,success,1,11,67f96be70e1e561d87b0c58e4eaf05f4579c43ce0495f96c1febe62518cdcc51,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%9d%b4%ea%b1%b4-%ec%b2%ab-%eb%b2%88%ec%a7%b8-%eb%a0%88%ec%8a%a8-%ec%9a%94%ec%,https://gogumafarm.kr/%ec%9d%b4%ea%b1%b4-%ec%b2%ab-%eb%b2%88%ec%a7%b8-%eb%a0%88%ec%8a%a8-%ec%9a%94%ec%a6%98-%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%eb%b0%88%ec%9d%80-%ec%95%8c%ea%b3%a0-%ea%b0%80%ea%b8%b0-2025%eb%85%84-7/,이건 첫 번째 레슨~ 요즘 유행하는 밈은 알고 가기! [2025년 7월 최신 밈 모음],2025-07-17,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2025/07/고구마팜-7월-최신-밈_250717.jpg,true,SNS|밈|바이럴|유행,1,success,1,12,1a1c939e4e9f66ae4be245669ea2499c683623e8ab3e23f4f51f5442c4c9b3f7,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%9d%b8%ea%b8%b0-%eb%b0%88-%ec%95%8c%eb%a9%b4-%ed%95%98%eb%a3%b0%eb%9d%bc%eb%9,https://gogumafarm.kr/%ec%9d%b8%ea%b8%b0-%eb%b0%88-%ec%95%8c%eb%a9%b4-%ed%95%98%eb%a3%b0%eb%9d%bc%eb%9d%bc-%eb%82%a0%ec%95%84%ec%84%9c-%ea%b6%81%ec%a0%84%ec%9c%bc%eb%a1%9c-%ea%b0%88-%ec%88%98%eb%8f%84-%ec%9e%88%ec%96%b4/,인기 밈 알면 하룰라라 날아서 궁전으로 갈 수도 있어~ [2025년 6월 최신 밈 모음],2025-07-01,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2025/07/고구마팜-6월-밈_250701.jpg,true,SNS|밈|바이럴,0,success,1,13,66f774c59e5fbde39b7deac8d76eb4a4b2cc52c4ceed2421b3806e8160358a2a,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%b6%88%eb%af%b8%ec%8a%a4%eb%9f%ac%ec%9a%b4-%ec%9d%bc%ec%9d%b4-%ec%9d%bc%ec%96,https://gogumafarm.kr/%eb%b6%88%eb%af%b8%ec%8a%a4%eb%9f%ac%ec%9a%b4-%ec%9d%bc%ec%9d%b4-%ec%9d%bc%ec%96%b4%eb%82%ac%ec%96%b4%ec%9a%94-%ec%9d%b8%ea%b8%b0-%eb%b0%88%ec%9d%b4-%eb%84%88%eb%ac%b4-%eb%a7%8e%ec%95%84%ec%9a%94/,불미스러운 일이 일어났어요… 인기 밈이 너무 많아요 [2025년 5월 최신 밈 모음],2025-05-28,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2025/05/고구마팜썸네일-0528.png,true,SNS|밈|바이럴,0,success,1,14,0d61532d2383c6a823b56ec048c826825707be35dc71db89ebe69a29c6a75b82,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%9d%bc%eb%b3%b8-%ed%8b%b1%ed%86%a1-1%ec%9c%84-%ec%b0%8d%ec%9d%80-%eb%82%98%eb,https://gogumafarm.kr/%ec%9d%bc%eb%b3%b8-%ed%8b%b1%ed%86%a1-1%ec%9c%84-%ec%b0%8d%ec%9d%80-%eb%82%98%eb%8b%88%ea%b0%80%ec%8a%a4%ed%82%a4%eb%b6%80%ed%84%b0-%ec%83%88%eb%a1%9c%ec%9a%b4-%eb%a7%88%ec%9d%b8%ed%81%ac%eb%9e%98/,일본 틱톡 1위 찍은 ‘나니가스키’부터 새로운 마인크래프트 밈까지! [2025년 4월 최신 밈 모음],2025-04-30,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2025/04/고구마팜썸네일-0430-1.png,true,SNS|밈|바이럴|틱톡,0,success,1,15,23bb907f8317838a918a38e8ce392dd73d597f4b55930571810e11be844a946d,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ed%8a%b8%eb%a0%8c%eb%93%9c%ea%b0%80-%eb%b0%94%eb%80%8c%ec%96%b4%eb%8f%84-%ec%82,https://gogumafarm.kr/%ed%8a%b8%eb%a0%8c%eb%93%9c%ea%b0%80-%eb%b0%94%eb%80%8c%ec%96%b4%eb%8f%84-%ec%82%b4%ec%95%84%eb%82%a8%ec%9d%80-%ea%b3%a0%ec%a0%84-%ec%9d%b8%ea%b8%b0-%eb%b0%88-%ec%b4%9d%ec%a0%95%eb%a6%ac-%ec%9d%b4/,트렌드가 바뀌어도 살아남은 고전 인기 밈 총정리! 이건 알고 마케팅하자,2025-04-02,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2025/04/고구마팜스테디밈_250402_04.jpg,true,SNS|밈|바이럴|트렌드,0,success,1,16,d4fc883338c3c01dfc4bafe0efd03a3db747ed0e943cb3ab989be1ecad2b422c,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ea%b3%b5%ec%a3%bc%ec%9d%98-%ea%b7%9c%ec%b9%99-%ec%84%b9%ec%8b%9c-%ed%91%b8%eb%9,https://gogumafarm.kr/%ea%b3%b5%ec%a3%bc%ec%9d%98-%ea%b7%9c%ec%b9%99-%ec%84%b9%ec%8b%9c-%ed%91%b8%eb%93%9c-%ed%97%88%ea%b1%b0%eb%8d%a9%ea%b1%b0%eb%8d%a9%ec%8a%a4%ed%95%9c-%ec%8b%a0%ec%83%81-%eb%b0%88-%eb%aa%a8%ec%95%84/,공주의 규칙? 섹시 푸드? 허거덩거덩스한 신상 밈 모아왔어요 [2025년 3월 최신 밈 모음],2025-04-01,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2025/04/고구마팜썸네일-0401-2.jpg,true,SNS|밈|바이럴,0,success,1,17,ad0ad4e1fb1ff03bc1f9265348bb89ea95523646af10eb7d67ab0df395041433,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%9c-%eb%82%9c%eb%a6%ac-%eb%82%9c-%eb%,https://gogumafarm.kr/x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%9c-%eb%82%9c%eb%a6%ac-%eb%82%9c-%eb%b0%88-%eb%82%89%ec%97%ac%ec%98%a4%ea%b1%b0%eb%9d%bc-%ec%b5%9c%ec%8b%a0-%eb%b0%88%eb%b6%80%ed%84%b0-%ed%8a%b8%eb%a0%8c/,X(트위터)에서 난리 난 밈 낉여오거라! 최신 밈부터 트렌드까지! [2025년 2월],2025-03-10,X(트위터)|Z세대|밈|트렌드,https://gogumafarm.kr/wp-content/uploads/2025/03/image-49.png,true,X(트위터)|밈|트렌드,8,success,1,18,c1263836253a7939a84a82d0210552261fc795e93d41818f01c73d856ab3238b,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%b0%88-%eb%aa%b0%eb%9d%bc%eb%8f%84-%ec%95%88-%ea%b4%9c%ec%b0%ae%ec%95%84-%eb%,https://gogumafarm.kr/%eb%b0%88-%eb%aa%b0%eb%9d%bc%eb%8f%84-%ec%95%88-%ea%b4%9c%ec%b0%ae%ec%95%84-%eb%94%a9%eb%94%a9%eb%94%a9%eb%94%a9%eb%94%a9-2025%eb%85%84-1%ec%9b%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8%ec%9d%8c/,밈 몰라도 (안) 괜찮아 딩딩딩딩딩~ [2025년 1월 최신 밈 모음],2025-02-04,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2025/02/고구마팜썸네일_0204-1.jpg,true,SNS|밈|바이럴,0,success,1,19,b63e43f71fab996f905edf4fb456c1265533c4ab9ad7d943ef2b9af0029a80e7,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0,https://gogumafarm.kr/%ec%9d%b8%ec%8a%a4%ed%83%80-%ec%95%8c%ea%b3%a0%eb%a6%ac%ec%a6%98%ec%9d%84-%ec%a0%95%eb%b3%b5%ed%95%9c-%ea%b0%95%ec%95%84%ec%a7%80-%ec%ba%90%eb%a6%ad%ed%84%b0%ec%9d%98-%ec%a0%95%ec%b2%b4-%ec%b9%a0/,인스타 알고리즘을 정복한 강아지 캐릭터의 정체! 칠 가이(Chill Guy) 밈 완벽 정리,2025-01-24,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2025/01/고구마팜-말랭이썸네일_250123.jpg,true,SNS|밈|바이럴,5,success,1,20,88351602adc4cb1ece65bd79d055f8d28f3fa52dea55247df47281fc09284fe1,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ed%95%b4%ec%99%b8-%eb%b0%88%ec%9d%b8-%ec%a4%84-%ec%95%8c%ec%95%98%eb%8d%98-%ed%,https://gogumafarm.kr/%ed%95%b4%ec%99%b8-%eb%b0%88%ec%9d%b8-%ec%a4%84-%ec%95%8c%ec%95%98%eb%8d%98-%ed%80%b8-%eb%84%a4%eb%b2%84-%ed%81%ac%eb%9d%bc%ec%9d%b4%eb%b6%80%ed%84%b0-%ec%b5%9c%ec%8b%a0-%eb%8c%84%ec%8a%a4/,해외 밈인 줄 알았던 ‘퀸 네버 크라이’부터 최신 댄스 챌린지까지! 글로벌 Z세대를 사로잡은 K-숏폼 모음,2024-12-16,밈|숏폼|챌린지,https://gogumafarm.kr/wp-content/uploads/2024/12/고구마팜-말랭이썸네일_241216.jpg,true,밈|숏폼|챌린지,1,success,1,21,fd5b1d6cd77b0b115736356292a9cbfb684ed5e3ff4bf8e8e5cc68c58b39ef28,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%b0%88-%eb%b0%94%eb%9e%98-%eb%8b%a4-%ec%a4%84%ea%b2%8c-2024%eb%85%84-%eb%b0%8,https://gogumafarm.kr/%eb%b0%88-%eb%b0%94%eb%9e%98-%eb%8b%a4-%ec%a4%84%ea%b2%8c-2024%eb%85%84-%eb%b0%88-%ec%b4%9d%ea%b2%b0%ec%82%b0/,밈 바래? 다 줄게. 2024년 밈 총결산!,2024-12-11,Z세대|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2024/12/고구마팜241211_2024-MEME-AWARDS_02-1.jpg,true,밈|바이럴,13,success,1,22,71ef639af8802274aea9045ee27ac47b2061dad649a11d772adcaf82738059a7,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%84%b7%ed%94%8c%eb%a6%ad%ec%8a%a4-%ed%99%94%ec%a0%9c%ec%84%b1-1%ec%9c%84-%ed%,https://gogumafarm.kr/%eb%84%b7%ed%94%8c%eb%a6%ad%ec%8a%a4-%ed%99%94%ec%a0%9c%ec%84%b1-1%ec%9c%84-%ed%9d%91%eb%b0%b1%ec%9a%94%eb%a6%ac%ec%82%ac-%ec%b5%9c%ec%8b%a0-%eb%b0%88%eb%b6%80%ed%84%b0-fb-%ec%bd%9c/,"넷플릭스 화제성 1위 <흑백요리사>! 최신 밈부터 F&B 콜라보, 바이럴 콘텐츠까지 이븐하게 요약해 드립니다~",2024-10-23,F&B|OTT|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2024/10/고구마팜241023_흑백요리사.jpg,true,밈|바이럴,0,success,1,23,51f150c771393e1830867161864ef6521f70393cab64ceb0b5138d267c6087ff,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ea%b4%80%ea%b0%9d-%ec%88%98-100%eb%a7%8c%ec%9d%84-%eb%8f%8c%ed%8c%8c%ed%95%9c-%,https://gogumafarm.kr/%ea%b4%80%ea%b0%9d-%ec%88%98-100%eb%a7%8c%ec%9d%84-%eb%8f%8c%ed%8c%8c%ed%95%9c-%ed%8b%b0%eb%8b%88%ed%95%91-%ec%8b%9c%eb%a6%ac%ec%a6%88%ec%9d%98-%ec%9d%b8%ea%b8%b0-%eb%b9%84%ea%b2%b0-%ec%82%b4/,관객 수 100만을 돌파한 ‘사랑의 하츄핑’! 티니핑 시리즈의 인기 비결 살펴보기,2024-09-19,밈|애니메이션|영화마케팅|캐릭터,https://gogumafarm.kr/wp-content/uploads/2024/09/고구마팜-말랭이썸네일_240919.jpg,true,밈,0,success,1,24,b1bcd48ed8e5e70d6420e0ea7000f98d6490a816c662a65a6325d6accafc6f4e,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ed%82%b9%ed%82%a4%eb%b6%80%ec%b8%a0-%ec%8b%9c%ec%b9%b4%ea%b3%a0%eb%a5%bc-%ec%95,https://gogumafarm.kr/%ed%82%b9%ed%82%a4%eb%b6%80%ec%b8%a0-%ec%8b%9c%ec%b9%b4%ea%b3%a0%eb%a5%bc-%ec%95%9e%ec%84%b8%ec%9b%8c-%ec%b0%be%ec%95%84%ec%98%a8-%eb%ae%a4%ec%a7%80%ec%bb%ac-%eb%b6%90-%eb%ae%a4%ec%a7%80%ec%bb%ac/,"킹키부츠, 시카고를 앞세워 찾아온 뮤지컬 붐! 뮤지컬이 뜬 이유에 대해 알고 싶다면? [쥐롤라]",2024-09-11,밈|바이럴|유튜브|트렌드,https://gogumafarm.kr/wp-content/uploads/2024/09/고구마팜-240911_주간-아티클_뮤지컬-붐-1.jpg,true,밈|바이럴|트렌드,0,success,1,25,af613097898a211d5b52c7145d606574a697b7323d9244bd38ad638103a8e0a0,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%a7%80%ea%b8%88-%ec%9c%a0%ed%96%89-%ec%a4%91%ec%9d%b8-x%ed%8a%b8%ec%9c%84%ed%,https://gogumafarm.kr/%ec%a7%80%ea%b8%88-%ec%9c%a0%ed%96%89-%ec%a4%91%ec%9d%b8-x%ed%8a%b8%ec%9c%84%ed%84%b0-%ec%b5%9c%ec%8b%a0-%ed%8a%b8%eb%a0%8c%eb%93%9c%ec%99%80-%eb%b0%88-%ec%96%bc%eb%a5%b8-%ed%99%95%ec%9d%b8%ed%95%98/,"지금 유행 중인 X(트위터) 최신 트렌드와 밈! 얼른 확인하고 활용해 보세요~ [꼬들, AI 에이전트, 초코우유 밈, 나만의 블랙스완]",2024-08-29,X(트위터)|밈|바이럴|트렌드,https://gogumafarm.kr/wp-content/uploads/2024/08/고구마팜-240830_주간-아티클_X-인기-트렌드-02-scaled.jpg,true,X(트위터)|밈|바이럴|유행|트렌드,0,success,1,26,4c332f71dd95336971f9008cc6af083f822031b6af75f879e0d55213e3e002cb,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%9b%90%ec%98%81%ec%a0%81-%ec%82%ac%ea%b3%a0%eb%a5%bc-%ec%9d%b4%ec%9d%84-sns-%,https://gogumafarm.kr/%ec%9b%90%ec%98%81%ec%a0%81-%ec%82%ac%ea%b3%a0%eb%a5%bc-%ec%9d%b4%ec%9d%84-sns-%ea%b8%8d%ec%a0%95-%eb%b0%88-%eb%aa%a8%ec%9d%8c-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%b7%8c%ec%97%90%ed%81%ac/,원영적 사고를 이을 SNS 긍정 밈 모음! 최신 밈 췌에크!,2024-08-06,X|밈|바이럴|유튜브|인스타그램,https://gogumafarm.kr/wp-content/uploads/2024/08/고구마팜-240806_주간-아티클_긍정-밈-01.jpg,true,SNS|밈|바이럴|인스타그램,0,success,1,27,b4541469c9bedfe44b488ffaaef0d9a649cfd0c06e3c726620506930336347f1,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
