meme_id,article_id,meme_name,parent_section,position,published_date,trend_status,extraction_source,meme_summary,usage_example,summary_source,summary_status,summary_confidence,source_url,collected_at
1880_3,1880,에어팟 스위치 밈(Airpods Switch Trend),,3,2026-04-08,unknown,toc,,,,insufficient_source,unknown,https://www.careet.net/1880,2026-07-08T13:44:45+09:00
1880_4,1880,영크크,,4,2026-04-08,unknown,toc,,,,insufficient_source,unknown,https://www.careet.net/1880,2026-07-08T13:44:45+09:00
1880_5,1880,역시 난 비주류야 킥킥,,5,2026-04-08,unknown,toc,,,,insufficient_source,unknown,https://www.careet.net/1880,2026-07-08T13:44:45+09:00
1862_1,1862,동결건조,,1,2026-03-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1862,2026-07-08T13:44:47+09:00
1862_2,1862,"두쫀쿠, 봄동비빔밥 다음은 무조건",,2,2026-03-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1862,2026-07-08T13:44:47+09:00
1862_3,1862,기대컨,,3,2026-03-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1862,2026-07-08T13:44:47+09:00
1862_4,1862,롯데리아 벽지,,4,2026-03-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1862,2026-07-08T13:44:47+09:00
1862_5,1862,멘탈이 완전히 나가버렸습니다,,5,2026-03-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1862,2026-07-08T13:44:47+09:00
1844_1,1844,크더싼,,1,2026-02-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1844,2026-07-08T13:44:48+09:00
1844_2,1844,꺼드럭대다,,2,2026-02-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1844,2026-07-08T13:44:48+09:00
1844_3,1844,김동현 밈,,3,2026-02-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1844,2026-07-08T13:44:48+09:00
1844_4,1844,허무주의 펭귄(Nihilist Penguin),,4,2026-02-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1844,2026-07-08T13:44:48+09:00
1844_5,1844,윤정아 챌린지,,5,2026-02-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1844,2026-07-08T13:44:48+09:00
1844_6,1844,난리자베스,,6,2026-02-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1844,2026-07-08T13:44:48+09:00
1818_1,1818,ㅋㅋㅋㄹㅌㅅ,,1,2026-01-14,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1818,2026-07-08T13:44:50+09:00
1818_2,1818,밤티,,2,2026-01-14,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1818,2026-07-08T13:44:50+09:00
1818_3,1818,셰프발 밈,,3,2026-01-14,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1818,2026-07-08T13:44:50+09:00
1818_4,1818,허경환 밈,,4,2026-01-14,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1818,2026-07-08T13:44:50+09:00
1818_5,1818,암사자는 OO을 신경 쓰지 않는다,,5,2026-01-14,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1818,2026-07-08T13:44:50+09:00
1798_1,1798,와비사비,,1,2025-12-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1798,2026-07-08T13:44:53+09:00
1798_2,1798,그래놀라 걸 코어 / 밤비 코어,,2,2025-12-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1798,2026-07-08T13:44:53+09:00
1798_3,1798,식스세븐(67),,3,2025-12-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1798,2026-07-08T13:44:53+09:00
1798_4,1798,반려동물을 가리키는 신조어 2,,4,2025-12-10,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1798,2026-07-08T13:44:53+09:00
1774_1,1774,전라남도 여수시 소라면 사곡리 산94,,1,2025-11-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1774,2026-07-08T13:44:55+09:00
1774_2,1774,고구마구웠어요,,2,2025-11-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1774,2026-07-08T13:44:55+09:00
1774_3,1774,요즘 Z세대가 ‘힙한 카페’를 부르는 말,,3,2025-11-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1774,2026-07-08T13:44:55+09:00
1774_4,1774,스포츠 팬덤이 자주 사용하는 밈 2,,4,2025-11-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1774,2026-07-08T13:44:55+09:00
1774_5,1774,최근 릴스에서 자주 보이는 밈 2,,5,2025-11-11,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1774,2026-07-08T13:44:55+09:00
1751_1,1751,화가 머리끝까지 났어,,1,2025-10-01,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1751,2026-07-08T13:44:57+09:00
1751_2,1751,"꾸몄고, 입체임",,2,2025-10-01,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1751,2026-07-08T13:44:57+09:00
1751_3,1751,O부부,,3,2025-10-01,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1751,2026-07-08T13:44:57+09:00
1751_4,1751,와 이걸 해준다고?,,4,2025-10-01,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1751,2026-07-08T13:44:57+09:00
1740_1,1740,갈테야테야,,1,2025-09-17,expired,toc,‘갈테야테야’은 공개 미리보기에서 의미와 쓰임이 소개된 밈이다.,공개 미리보기에서 설명한 맥락과 같은 상황을 나타낼 때 사용한다.,public_preview,generated,low,https://www.careet.net/1740,2026-07-08T13:44:58+09:00
1740_2,1740,귀하게 자란 내가 이런 걸 봐도 될까?,,2,2025-09-17,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1740,2026-07-08T13:44:58+09:00
1740_3,1740,개강한 대학생이 자주 쓰는 밈 모음,,3,2025-09-17,expired,toc,,,,insufficient_source,unknown,https://www.careet.net/1740,2026-07-08T13:44:58+09:00
