original_food_name,business_category,product_group,view_type,image_path,bbox_found,bbox_ratio,bbox_40_70_match,center_score,blur_score,blur_score_normalized,actual_width,actual_height,resolution_score,representative_score
치즈떡볶이,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11103\07\측면\B_11_B11103_치즈떡볶이_07_08.jpg,True,0.6677271815755785,True,0.9826934948724789,1780.0552928742768,0.21941386458406673,3024,3024,0.5672892720306514,0.7737842121831546
치즈떡볶이,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11103\07\측면\B_11_B11103_치즈떡볶이_07_02.jpg,True,0.5625000000000001,True,0.962269228591094,1994.8248730172847,0.247462927115147,3024,3024,0.5672892720306514,0.7732667448049552
모둠순대,restaurant,korean_food,side,data\raw\images\VS1\B\12\B12078\05\측면\B_12_B12078_모둠순대_05_06.jpg,True,0.5781469250495958,True,0.9914511112620852,1654.9377233676353,0.2030734194963976,3024,3024,0.5672892720306514,0.7731434080825028
치킨퀘사디아,restaurant,chicken,front,data\raw\images\VS1\A\14\A14120\37\정위\A_14_A14120_치킨퀘사디아_37_10.jpg,True,0.3227645360870134,False,0.8294034073584884,6097.1265160431185,0.7832264893010327,3024,3024,0.5672892720306514,0.7729786799484873
황태전골,restaurant,korean_food,side,data\raw\images\VS1\A\13\A13047\34\측면\A_13_A13047_황태전골_34_02.jpg,True,0.37174627772077196,False,0.8304354981559041,4330.307630362074,0.5524786647135728,3024,3024,0.5672892720306514,0.7699977661997588
모둠순대,restaurant,korean_food,side,data\raw\images\VS1\B\12\B12078\05\측면\B_12_B12078_모둠순대_05_04.jpg,True,0.6078310395499341,True,0.9664087637329899,1812.614962609944,0.22366618100522348,3024,3024,0.5672892720306514,0.7697492561255393
나가사끼짬뽕,restaurant,chinese_food,front,data\raw\images\VS1\A\14\A14018\44\정위\A_14_A14018_나가사끼짬뽕_44_09.jpg,True,0.3505749165346343,False,0.8252741764102649,5063.139992601173,0.6481871013532342,3024,3024,0.5672892720306514,0.7690661159661288
게살고로케,pub,fried_side,front,data\raw\images\VS1\C\02\C02004\10\단면\C_02_C02004_게살고로케_10_07.jpg,True,0.5446990682447747,True,0.9637972584918144,102.88981864907261,0.00037484038805468835,3456,3456,0.8582375478927203,0.7679497778090634
애플크럼블,restaurant,delivery_food,front,data\raw\images\VS1\C\02\C02080\13\단면\C_02_C02080_애플크럼블_13_07.jpg,True,0.46786048905369615,True,0.947786696882572,286.6488505897004,0.02437390289086067,3456,3456,0.8582375478927203,0.7679464218268518
부대떡볶이,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11048\11\정위\B_11_B11048_부대떡볶이_11_09.jpg,True,0.4959372781065089,True,0.9948685907445668,1365.2015059909293,0.16523365991169986,3024,3024,0.5672892720306514,0.7666007000103077
부대떡볶이,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11048\11\정위\B_11_B11048_부대떡볶이_11_10.jpg,True,0.5646544281155378,True,0.9771241574682301,1547.911610548413,0.18909573173947272,3024,3024,0.5672892720306514,0.7660497843929612
베이컨포테이토피자,restaurant,pizza,front,data\raw\images\VS1\B\11\B11047\28\정위\B_11_B11047_베이컨포테이토피자_28_09.jpg,True,0.4757789520553483,True,0.9931304505740761,1358.5721017008482,0.16436785491570147,3024,3024,0.5672892720306514,0.7659060969599607
모둠순대,restaurant,korean_food,side,data\raw\images\VS1\B\12\B12078\05\측면\B_12_B12078_모둠순대_05_02.jpg,True,0.5296471065440777,True,0.9875575961866091,1401.173451328006,0.16993162199484227,3024,3024,0.5672892720306514,0.7653469940595488
크림치즈호두빵,bakery,bread,front,data\raw\images\VS1\C\02\C02132\18\단면\C_02_C02132_크림치즈호두빵_18_08.jpg,True,0.49453722816455015,True,0.9684778509783469,1592.228386750293,0.19488353477021259,3024,3024,0.5672892720306514,0.7646134530521442
나가사끼짬뽕,restaurant,chinese_food,front,data\raw\images\VS1\A\14\A14018\44\정위\A_14_A14018_나가사끼짬뽕_44_10.jpg,True,0.35083581557840104,False,0.8214496772536978,4912.218158570852,0.6284766006519569,3024,3024,0.5672892720306514,0.7642049527421992
BLT샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11001\05\측면\B_11_B11001_BLT샌드위치_05_03.jpg,True,0.5608713373994257,True,0.9241885730452944,2079.0950845232956,0.258468677698938,3024,3024,0.5672892720306514,0.7640436982579736
치킨마요덮밥,restaurant,japanese_food,front,data\raw\images\VS1\B\11\B11108\06\정위\B_11_B11108_치킨마요덮밥_06_10.jpg,True,0.4538096482937524,True,0.943028807411337,137.487365360802,0.0048933050164862,3456,3456,0.8582375478927203,0.7626229354106063
불고기피자(팬),restaurant,korean_food,front,data\raw\images\VS1\B\11\B11052\24\정위\B_11_B11052_불고기피자(팬)_24_09.jpg,True,0.5277909908947769,True,0.9489543547436543,1727.0442466959505,0.21249058360496448,3024,3024,0.5672892720306514,0.7622778139486869
치즈떡볶이,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11103\07\정위\B_11_B11103_치즈떡볶이_07_10.jpg,True,0.5720203246850961,True,0.9875104072056163,1271.5886334131771,0.15300775103345454,3024,3024,0.5672892720306514,0.7619480631729734
딸기샌드위치,cafe,brunch,front,data\raw\images\VS1\B\11\B11030\09\정위\B_11_B11030_딸기샌드위치_09_09.jpg,True,0.4483348171320125,True,0.982052907717546,1328.5956191258795,0.1604529046064106,3024,3024,0.5672892720306514,0.7617998440411435
황태전골,restaurant,korean_food,side,data\raw\images\VS1\A\13\A13047\34\측면\A_13_A13047_황태전골_34_08.jpg,True,0.3806098678405789,False,0.8293361744723015,3719.9294816029874,0.47276283693782983,3024,3024,0.5672892720306514,0.7614804448943606
베이컨포테이토피자,restaurant,pizza,front,data\raw\images\VS1\B\11\B11047\28\정위\B_11_B11047_베이컨포테이토피자_28_10.jpg,True,0.4471432602015968,True,0.9629309201242661,1526.8449707223504,0.18634441333857296,3024,3024,0.5672892720306514,0.761241549509592
치즈떡볶이,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11103\07\정위\B_11_B11103_치즈떡볶이_07_09.jpg,True,0.5203598222533727,True,0.9699151911902416,1435.6513004987482,0.17443445403783162,3024,3024,0.5672892720306514,0.7609548389692364
치즈떡볶이,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11103\07\측면\B_11_B11103_치즈떡볶이_07_04.jpg,True,0.6740471153501361,True,0.9696879390249749,1436.0435440170236,0.1744856813250675,3024,3024,0.5672892720306514,0.7608969087771036
생크림와플,dessert,cake,front,data\raw\images\VS1\C\02\C02062\24\단면\C_02_C02062_생크림와플_24_07.jpg,True,0.6453776986991097,True,0.9526183167656261,1605.644534437592,0.19663569336342063,3024,3024,0.5672892720306514,0.7602060245069695
황태전골,restaurant,korean_food,side,data\raw\images\VS1\A\13\A13047\34\측면\A_13_A13047_황태전골_34_06.jpg,True,0.36239361895858874,False,0.7985553019540017,4575.3292124252785,0.5844786605797415,3024,3024,0.5672892720306514,0.7586501300955115
모둠순대,restaurant,korean_food,side,data\raw\images\VS1\B\12\B12078\05\측면\B_12_B12078_모둠순대_05_05.jpg,True,0.38342560370850887,False,0.9694372031377156,1898.5428431255318,0.23488842436082366,3024,3024,0.5672892720306514,0.7583996398630223
바게트빵,bakery,bread,front,data\raw\images\VS1\C\02\C02046\23\단면\C_02_C02046_바게트빵_23_07.jpg,True,0.574910360092816,True,0.9857097862519706,1231.6706215662157,0.14779442980953503,2992,2992,0.5472807577692635,0.7573639355028876
치즈떡볶이,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11103\07\측면\B_11_B11103_치즈떡볶이_07_07.jpg,True,0.4362062408750801,True,0.8944393598645087,2145.7025868492287,0.2671676656865997,3024,3024,0.5672892720306514,0.7568587319012702
모둠순대,restaurant,korean_food,side,data\raw\images\VS1\B\12\B12078\05\측면\B_12_B12078_모둠순대_05_03.jpg,True,0.4504871179930142,True,0.9577226908665099,1415.5927573348483,0.17181479379026784,3024,3024,0.5672892720306514,0.7567731568226042
레인보우케이크,dessert,cake,side,data\raw\images\VS1\C\02\C02033\16\측면\C_02_C02033_레인보우케이크_16_06.jpg,True,0.6136180688101417,True,0.9424373128435017,1574.9392024374968,0.19262555479195825,3024,3024,0.5672892720306514,0.7563496956160397
모둠순대,restaurant,korean_food,side,data\raw\images\VS1\B\12\B12078\05\측면\B_12_B12078_모둠순대_05_07.jpg,True,0.41390210924824117,True,0.9407889439233765,1500.6360283700017,0.18292150650779643,3024,3024,0.5672892720306514,0.75391437528317
꼬마김밥,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11015\10\측면\B_11_B11015_꼬마김밥_10_01.jpg,True,0.5711239266948605,True,0.9923778406603325,894.6620820954037,0.10378087076252963,3024,3024,0.5672892720306514,0.7535629171552034
시카고피자,restaurant,pizza,front,data\raw\images\VS1\A\14\A14087\32\정위\A_14_A14087_시카고피자_32_09.jpg,True,0.4034027647463565,True,0.8796147493344688,2298.275182795829,0.287093757088305,2992,2992,0.5472807577692635,0.753395289883391
마라떡볶이,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11038\29\정위\B_11_B11038_마라떡볶이_29_10.jpg,True,0.4316450903341212,True,0.9641573206497474,1190.5513340490525,0.14242422111408384,3024,3024,0.5672892720306514,0.7528254312223386
햄샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11127\06\측면\B_11_B11127_햄샌드위치_06_07.jpg,True,0.5567917361079832,True,0.9725893719131034,1091.490047944771,0.12948674548788922,3024,3024,0.5672892720306514,0.7527675514761064
BLT샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11001\05\측면\B_11_B11001_BLT샌드위치_05_08.jpg,True,0.5941868512110727,True,0.9941176470588236,823.8484814111674,0.09453256328658025,3024,3024,0.5672892720306514,0.7522351975795607
바게트빵,bakery,bread,front,data\raw\images\VS1\C\02\C02046\23\정위\C_02_C02046_바게트빵_23_09.jpg,True,0.49651935651364704,True,0.9781448579653472,1101.4573391364218,0.13078848092786138,2992,2992,0.5472807577692635,0.751693267240566
호두과자,restaurant,delivery_food,front,data\raw\images\VS1\C\02\C02144\26\단면\C_02_C02144_호두과자_26_07.jpg,True,0.6060565384305623,True,0.9928462687712516,817.3888680547911,0.09368893310935052,3024,3024,0.5672892720306514,0.7516850580578431
스팸김밥,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11078\26\정위\B_11_B11078_스팸김밥_26_09.jpg,True,0.38025406415065816,False,0.9914455096649434,1492.139813352813,0.1818118946803861,3024,3024,0.5672892720306514,0.7516117287719837
레인보우케이크,dessert,cake,front,data\raw\images\VS1\C\02\C02033\16\정위\C_02_C02033_레인보우케이크_16_09.jpg,True,0.6657739358791808,True,0.983541457958593,913.6564427925966,0.10626154801011145,3024,3024,0.5672892720306514,0.7514081377941979
모둠순대,restaurant,korean_food,front,data\raw\images\VS1\B\12\B12078\05\정위\B_12_B12078_모둠순대_05_09.jpg,True,0.48638556501756,True,0.9884958110183325,840.2601038311865,0.0966759330468092,3024,3024,0.5672892720306514,0.7509773207194592
갈비치킨,restaurant,meat_grill,front,data\raw\images\VS1\B\11\B11004\18\정위\B_11_B11004_갈비치킨_18_09.jpg,True,0.46584022546003806,True,0.9974974455386928,736.6240787802174,0.08314099320480908,3024,3024,0.5672892720306514,0.7509708231071672
딸기샌드위치,cafe,brunch,front,data\raw\images\VS1\B\11\B11030\09\정위\B_11_B11030_딸기샌드위치_09_10.jpg,True,0.5264935952864537,True,0.9700334833977059,1049.6409718788773,0.1240212258800445,3024,3024,0.5672892720306514,0.7509076809999182
부대떡볶이,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11048\11\측면\B_11_B11048_부대떡볶이_11_01.jpg,True,0.5247417659874408,True,0.977510260739758,953.887043650611,0.11151569358500148,3024,3024,0.5672892720306514,0.7506496077435253
고구마케이크,dessert,cake,side,data\raw\images\VS1\C\02\C02009\15\측면\C_02_C02009_고구마케이크_15_06.jpg,True,0.5266377034279779,True,0.9557141052044861,1186.9499500788627,0.14195387776233442,3024,3024,0.5672892720306514,0.7501983979184104
고구마케이크,dessert,cake,side,data\raw\images\VS1\C\02\C02009\15\측면\C_02_C02009_고구마케이크_15_04.jpg,True,0.48553958401450487,True,0.9609204607559693,1126.7722056263378,0.13409462080422935,3024,3024,0.5672892720306514,0.7501884531922343
마라떡볶이,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11038\29\정위\B_11_B11038_마라떡볶이_29_09.jpg,True,0.4566976459057381,True,0.9684069986815856,1035.810547618434,0.12221496246669594,3024,3024,0.5672892720306514,0.7500584829024124
부대떡볶이,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11048\11\측면\B_11_B11048_부대떡볶이_11_02.jpg,True,0.6045443786982251,True,0.9825857978112744,864.9644939095466,0.09990234426220908,3024,3024,0.5672892720306514,0.7498495990004218
BLT샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11001\05\측면\B_11_B11001_BLT샌드위치_05_06.jpg,True,0.5558747971876683,True,0.984639715332997,840.2452017241565,0.09667398682085089,3024,3024,0.5672892720306514,0.749820102768667
부대떡볶이,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11048\07\정위\B_11_B11048_부대떡볶이_07_09.jpg,True,0.4940663726107962,True,0.9701224230027706,1004.7079137034258,0.11815293597773759,3024,3024,0.5672892720306514,0.7497607049009763
고구마케이크,dessert,cake,side,data\raw\images\VS1\C\02\C02009\15\측면\C_02_C02009_고구마케이크_15_05.jpg,True,0.49585909974708703,True,0.9441431305568213,1298.8435821017608,0.15656726704842477,3024,3024,0.5672892720306514,0.749649783381329
레인보우케이크,dessert,cake,side,data\raw\images\VS1\C\02\C02033\16\측면\C_02_C02033_레인보우케이크_16_04.jpg,True,0.5991755011246006,True,0.923529285451417,1534.2607241044682,0.1873129160948366,3024,3024,0.5672892720306514,0.74961475965899
갈비치킨,restaurant,meat_grill,side,data\raw\images\VS1\B\11\B11004\18\측면\B_11_B11004_갈비치킨_18_07.jpg,True,0.5528107956682093,True,0.9649050778425432,1051.8196909161286,0.12430576816239577,3024,3024,0.5672892720306514,0.7494260677898398
모둠순대,restaurant,korean_food,front,data\raw\images\VS1\B\12\B12078\05\정위\B_12_B12078_모둠순대_05_10.jpg,True,0.4325605028206418,True,0.9727148703956341,956.5919120972313,0.11186895136083305,3024,3024,0.5672892720306514,0.7492816421954545
햄샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11127\06\측면\B_11_B11127_햄샌드위치_06_08.jpg,True,0.5693185632762672,True,0.9934348414851937,717.6207890517373,0.08065914981928192,3024,3024,0.5672892720306514,0.7492556732140121
크리스피치킨(뼈),restaurant,chicken,front,data\raw\images\VS1\B\11\B11115\21\정위\B_11_B11115_크리스피치킨(뼈)_21_10.jpg,True,0.4201732624526614,True,0.9882401162853104,772.3013928969707,0.08780047623744092,3024,3024,0.5672892720306514,0.7491255209376788
불고기피자(팬),restaurant,korean_food,side,data\raw\images\VS1\B\11\B11052\24\측면\B_11_B11052_불고기피자(팬)_24_03.jpg,True,0.6546850457865527,True,0.8900073201064916,1897.7743498243346,0.23478805857975893,3024,3024,0.5672892720306514,0.7490531985524969
단호박피자,restaurant,pizza,front,data\raw\images\VS1\B\12\B12043\29\정위\B_12_B12043_단호박피자_29_10.jpg,True,0.5335130211386558,True,0.9933814393929109,702.9720727036403,0.07874601686733296,3024,3024,0.5672892720306514,0.7488570259959375
김치알컵밥,restaurant,delivery_food,side,data\raw\images\VS1\B\11\B11010\25\측면\B_11_B11010_김치알컵밥_25_06.jpg,True,0.44264478278083713,True,0.9910366279473685,711.4873077912891,0.07985811272970449,3024,3024,0.5672892720306514,0.748376001734749
플레인크로플,dessert,cake,front,data\raw\images\VS1\C\02\C02139\11\단면\C_02_C02139_플레인크로플_11_07.jpg,True,0.5293905071951222,True,0.9909528733383244,826.9335914664135,0.09493548089156528,2992,2992,0.5472807577692635,0.7483650718451998
경주빵,bakery,bread,side,data\raw\images\VS1\C\02\C02005\19\측면\C_02_C02005_경주빵_19_02.jpg,True,0.5930578512396701,True,0.9980834680847467,629.374348394988,0.06913410083199865,3024,3024,0.5672892720306514,0.7483452513964214
오돌뼈볶음,restaurant,korean_food,front,data\raw\images\VS1\B\12\B12121\02\정위\B_12_B12121_오돌뼈볶음_02_09.jpg,True,0.39241431950860695,False,0.9970499014307934,1004.1860694850257,0.11808478274531221,2992,2992,0.5472807577692635,0.748186570213721
피자호빵,bakery,bread,side,data\raw\images\VS1\C\02\C02052\10\측면\C_02_C02052_피자호빵_10_04.jpg,True,0.6181254408707417,True,0.9986357435197818,610.8610602536447,0.06671625200821887,3024,3024,0.5672892720306514,0.748027364262176
우럭초밥,restaurant,japanese_food,front,data\raw\images\VS1\B\12\B12125\22\정위\B_12_B12125_우럭초밥_22_10.jpg,True,0.45380411530063586,True,0.9788138651555175,834.5584979742969,0.09593129919735538,3024,3024,0.5672892720306514,0.747923810190724
딸기샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11030\09\측면\B_11_B11030_딸기샌드위치_09_05.jpg,True,0.4797046653689769,True,0.9703097755646528,927.7848387611836,0.10810672674409641,3024,3024,0.5672892720306514,0.7478076688228128
크림치즈호두빵,bakery,bread,side,data\raw\images\VS1\C\02\C02132\18\측면\C_02_C02132_크림치즈호두빵_18_05.jpg,True,0.6833507077458144,True,0.9276246082995672,1415.0460352636599,0.17174339149227164,3024,3024,0.5672892720306514,0.747729451592922
레인보우케이크,dessert,cake,side,data\raw\images\VS1\C\02\C02033\16\측면\C_02_C02033_레인보우케이크_16_05.jpg,True,0.5750925059143126,True,0.910202281222323,1602.2245849755764,0.19618904548968852,3024,3024,0.5672892720306514,0.7473918842692322
크림치즈호두빵,bakery,bread,front,data\raw\images\VS1\C\02\C02132\18\단면\C_02_C02132_크림치즈호두빵_18_07.jpg,True,0.5238611570247937,True,0.9251619440463847,1427.7674079677806,0.17340481197007612,3024,3024,0.5672892720306514,0.7473229364125282
마요치킨(뼈),restaurant,chicken,front,data\raw\images\VS1\B\11\B11039\09\정위\B_11_B11039_마요치킨(뼈)_09_09.jpg,True,0.4317364567402899,True,0.9892018742392505,690.5246249467012,0.07712037118578784,3024,3024,0.5672892720306514,0.7472780273135303
마라떡볶이,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11038\29\측면\B_11_B11038_마라떡볶이_29_07.jpg,True,0.4794544693414416,True,0.9881484717584446,701.1806094343149,0.07851205046841378,3024,3024,0.5672892720306514,0.7472403424258137
명란바게트,bakery,bread,front,data\raw\images\VS1\C\02\C02041\20\단면\C_02_C02041_명란바게트_20_07.jpg,True,0.5196354510321425,True,0.9929236020693625,632.8848919261784,0.06959258035670075,3024,3024,0.5672892720306514,0.7468889874967466
경주빵,bakery,bread,front,data\raw\images\VS1\C\02\C02005\19\단면\C_02_C02005_경주빵_19_07.jpg,True,0.5829818181818183,True,0.9575757575757576,1038.2246875561016,0.12253025088894517,3024,3024,0.5672892720306514,0.7468721682551139
카이센동,restaurant,delivery_food,side,data\raw\images\VS1\A\14\A14125\18\측면\A_14_A14125_카이센동_18_01.jpg,True,0.4549943092854028,True,0.8789972396609692,256.1900926126842,0.020395967065184196,3456,3456,0.8582375478927203,0.7465139974952356
치킨마요덮밥,restaurant,japanese_food,side,data\raw\images\VS1\B\11\B11108\28\측면\B_11_B11108_치킨마요덮밥_28_05.jpg,True,0.4554691933121315,True,0.9912376779846659,635.4177901738352,0.06992337870014438,3024,3024,0.5672892720306514,0.7464493699400263
갈비치킨,restaurant,meat_grill,side,data\raw\images\VS1\B\11\B11004\18\측면\B_11_B11004_갈비치킨_18_06.jpg,True,0.6016849302524359,True,0.9614049741512194,977.7041111077756,0.11462621982418367,3024,3024,0.5672892720306514,0.7464401270148001
햄에그샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11128\11\측면\B_11_B11128_햄에그샌드위치_11_05.jpg,True,0.4284716701818306,True,0.9673284041665736,903.0963589653777,0.10488239342310762,3024,3024,0.5672892720306514,0.7462683907391913
양념닭가슴살,restaurant,delivery_food,front,data\raw\images\VS1\C\06\C06011\28\정위\C_06_C06011_양념닭가슴살_28_09.jpg,True,0.41045804353279025,True,0.9857255772288966,690.1472910538253,0.07707109110641475,3024,3024,0.5672892720306514,0.7462252821945495
갈비치킨,restaurant,meat_grill,side,data\raw\images\VS1\B\11\B11004\18\측면\B_11_B11004_갈비치킨_18_05.jpg,True,0.5396180695118478,True,0.9836990039401634,710.7498001420888,0.0797617936972056,3024,3024,0.5672892720306514,0.7461554507260878
시나몬크로플,dessert,cake,front,data\raw\images\VS1\C\02\C02073\28\단면\C_02_C02073_시나몬크로플_28_07.jpg,True,0.5063284088616775,True,0.9827716897567103,713.2194097332592,0.08008432649632904,3024,3024,0.5672892720306514,0.7459417630308764
불고기파니니,restaurant,korean_food,side,data\raw\images\VS1\C\02\C02054\05\측면\C_02_C02054_불고기파니니_05_01.jpg,True,0.38763254844610673,False,0.9233626831421127,122.95611852151869,0.002995513667365805,3456,3456,0.8582375478927203,0.7455220197503585
갈비치킨,restaurant,meat_grill,side,data\raw\images\VS1\B\11\B11004\18\측면\B_11_B11004_갈비치킨_18_08.jpg,True,0.5490880025141532,True,0.9658079782284009,891.7175646795458,0.10339631465795347,3024,3024,0.5672892720306514,0.7455150472047086
루꼴라피자,restaurant,pizza,front,data\raw\images\VS1\A\14\A14037\20\정위\A_14_A14037_루꼴라피자_20_09.jpg,True,0.39474797767489,False,0.8414571808598396,2494.094713811652,0.3126679294949015,3024,3024,0.5672892720306514,0.7454686114270586
햄샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11127\06\측면\B_11_B11127_햄샌드위치_06_06.jpg,True,0.5605068824302097,True,0.9769253488101911,759.7166734956617,0.08615690277983871,3024,3024,0.5672892720306514,0.7454023760036227
호두과자,restaurant,delivery_food,side,data\raw\images\VS1\C\02\C02144\26\측면\C_02_C02144_호두과자_26_05.jpg,True,0.4521513966784402,True,0.9781873113335252,735.3661315062593,0.08297670438083059,3024,3024,0.5672892720306514,0.7451449250808213
경주빵,bakery,bread,front,data\raw\images\VS1\C\02\C02005\11\단면\C_02_C02005_경주빵_11_08.jpg,True,0.4857400547263938,True,0.9796057437927849,718.726402875386,0.08080354378445194,3024,3024,0.5672892720306514,0.7451358226993234
BLT샌드위치,cafe,brunch,side,data\raw\images\VS1\B\11\B11001\05\측면\B_11_B11001_BLT샌드위치_05_04.jpg,True,0.5560939117699044,True,0.942088288584844,1148.186088764668,0.13689128943290724,3024,3024,0.5672892720306514,0.7450981352666323
치즈떡볶이,restaurant,korean_food,side,data\raw\images\VS1\B\11\B11103\07\측면\B_11_B11103_치즈떡볶이_07_03.jpg,True,0.5037123501473779,True,0.9576574331214068,967.9050693724768,0.11334645788492279,3024,3024,0.5672892720306514,0.7450599123180043
소고기타다끼초밥,restaurant,japanese_food,front,data\raw\images\VS1\B\12\B12108\32\정위\B_12_B12108_소고기타다끼초밥_32_09.jpg,True,0.5986989723327534,True,0.9748007302600906,770.4214401509871,0.08755495304885687,3024,3024,0.5672892720306514,0.7450446004923962
누드김밥,restaurant,korean_food,front,data\raw\images\VS1\B\11\B11018\20\정위\B_11_B11018_누드김밥_20_09.jpg,True,0.5785268890174443,True,0.9941037735849058,194.91621661169984,0.012393554533908297,3120,3120,0.6285919540229885,0.7449986360857016
